x,y
-1.3062044432246518,1.3035030393171512
-1.265114662009196,1.3974027348744145
0.5930944626943608,1.5075950686784472
0.18699749781594655,-0.1855845674840505
-0.6910439573125764,-0.47453186778431733
-1.9471063159563964,-2.7532878974844994
0.3241430460909491,0.5374192259325681
1.4731478424073905,-1.0214482223595085
-0.3660970115165494,0.16861472934991772
1.9152307700372573,-0.2600135544761428
0.7995313909305501,1.763546900425408
1.6746618880769146,-0.5296162028772144
-0.34209838006415216,-0.17301377616854985
-0.5438884939258624,0.4127050646282152
0.7776160324105454,0.8186923906651585
0.8769036769384346,0.23940539592176777
-1.464757633149496,0.6837835267829596
0.7287058428356419,-0.0922413451892824
0.9046918636489067,-0.10185053744770131
-1.5667653131881765,0.4427640772363728
