x,y
-0.5019418244243692,-1.2617682259411993
1.3205730632727501,-1.2744682585821163
-0.8533508274647454,0.10093722270019106
-0.9404720944088538,0.5244635458650042
-1.8215906413366851,-0.9899409426217926
0.456997700241478,1.2685577363665765
-0.3054649697851062,2.405160438398008
-0.5988114934625033,0.7077648096486252
-0.2218408983940443,1.7934744296327687
0.4732462197986118,0.21571265404740647
-1.4746287149749566,0.6667155301881234
-0.7935643458033663,0.7903880065214134
-0.15589450158525953,1.9326581734930026
-0.5759124478952047,-0.5948361371941202
1.5761298873789116,-0.9885835316121505
1.8246646032296727,1.2992629774473594
1.291948541798054,-1.3229254412274885
0.27326085819185764,-1.1242245830296578
0.22488528889186332,0.6941581120931991
0.293637091004753,0.26180820420024165
