x,y
1.5277201311929267,0.6942938085830382
-1.3761251503178662,2.6954522533053797
-1.5798889977317154,-0.7175994050025735
-1.889187743475027,-0.628023672836715
-1.387020309948507,0.6466313992841621
-0.3770665272107028,1.184875228047761
-0.4202351164618614,2.6473712803192244
1.6483860220745123,-0.34328905798593956
-0.43214733503264036,0.19071516794702592
1.5363037822083312,-1.1187390143751446
0.9133202708487587,0.8067145361046114
-1.2383794561167476,-0.8744964224292386
-0.05133865235086299,0.9430721206490955
0.7295132562515514,0.3579250548059249
1.0557824727721168,-0.06681144834399802
1.92643849924242,-0.8732620091981664
-0.15655769813948472,1.4532818986359257
-0.49217770133363414,2.5261562939637665
1.3885512313284751,0.5310171468179927
-1.7258775543956602,-2.0160744054916155
